name,coordinates
"bus-400-sb-a","[[-8.6108759, 41.1448714], [-8.6104169, 41.1435893], [-8.6089669, 41.1431889], [-8.6074756, 41.1425991], [-8.6055336, 41.142785], [-8.6048148, 41.144215], [-8.6041174, 41.1453704], [-8.6023901, 41.1456047], [-8.6007801, 41.1457521], [-8.5990642, 41.1458875], [-8.5972939, 41.1459682], [-8.5957811, 41.1460571], [-8.5941396, 41.1462429], [-8.5925517, 41.1465176], [-8.5909961, 41.1468004], [-8.5894189, 41.1470832], [-8.5887645, 41.1478991], [-8.5882043, 41.1490096], [-8.5870778, 41.1490581], [-8.5861229, 41.1487511], [-8.5864167, 41.1477358], [-8.5869919, 41.1472241], [-8.5854577, 41.1467717], [-8.584299, 41.1463112], [-8.5833978, 41.145471], [-8.5819816, 41.1448165], [-8.5803186, 41.1451801], [-8.5790519, 41.1458708], [-8.5781192, 41.1462142], [-8.5773253, 41.1452043], [-8.576585, 41.1455598], [-8.5757374, 41.1463516], [-8.5742997, 41.1468606], [-8.5734307, 41.1471272], [-8.5730874, 41.1481855], [-8.5720038, 41.1490096], [-8.570845, 41.1498417], [-8.5697185, 41.1507546], [-8.5684525, 41.1516028], [-8.5664376, 41.1515444]]"
"bus-400-a-sb","[[-8.5665541, 41.1515632], [-8.568351, 41.1515955], [-8.5700998, 41.1517571], [-8.5717735, 41.1518055], [-8.5734901, 41.151854], [-8.5743655, 41.1521012], [-8.5751456, 41.1510387], [-8.5764254, 41.1505744], [-8.5777987, 41.1498311], [-8.5784639, 41.148789], [-8.5794188, 41.1477872], [-8.5796226, 41.1466238], [-8.5794939, 41.1459371], [-8.5805024, 41.1451776], [-8.5825301, 41.1449514], [-8.5842145, 41.1462764], [-8.585781, 41.1469146], [-8.5872273, 41.1473412], [-8.5861994, 41.1479891], [-8.5861457, 41.1489909], [-8.5861886, 41.1499361], [-8.5863389, 41.1489909], [-8.5876317, 41.1492696], [-8.5885455, 41.1483891], [-8.5891176, 41.1471691], [-8.5909096, 41.1468508], [-8.5928298, 41.1464743], [-8.5946215, 41.1461592], [-8.5965098, 41.1460704], [-8.5988058, 41.145933], [-8.6008228, 41.1458038], [-8.6031724, 41.1455533], [-8.6044813, 41.145117], [-8.6049748, 41.1440748], [-8.6066593, 41.1446323], [-8.6073781, 41.145626], [-8.6069919, 41.1465713], [-8.6083222, 41.1473388], [-8.61035, 41.1477266], [-8.6114072, 41.147372], [-8.6116053, 41.1462239], [-8.610924, 41.1460139], [-8.6108704, 41.1454927], [-8.6108759, 41.1448714]]"
"bus-401-b-sr","[[-8.6068825, 41.1490104], [-8.6065178, 41.1483801], [-8.6047261, 41.1478711], [-8.6032026, 41.1474672], [-8.6013429, 41.147292], [-8.5997479, 41.147855], [-8.598203, 41.148469], [-8.5986107, 41.1494223], [-8.5979669, 41.1505048], [-8.5973447, 41.1516277], [-8.5966115, 41.1529499], [-8.595907, 41.1541401], [-8.5951023, 41.1555214], [-8.594405, 41.1568139], [-8.5934716, 41.1583245], [-8.5928064, 41.1595442], [-8.5920017, 41.1609497], [-8.5910254, 41.1621936], [-8.5899622, 41.1634007], [-8.5889011, 41.1636959], [-8.5869699, 41.1630982], [-8.5853069, 41.1625489], [-8.5852533, 41.1610143], [-8.5837298, 41.1603438], [-8.5825496, 41.1598996], [-8.5827105, 41.1588333], [-8.5817557, 41.1592292], [-8.5804146, 41.1591241], [-8.5798459, 41.1581225], [-8.5797601, 41.156515], [-8.5785478, 41.15641], [-8.5771959, 41.1565312], [-8.5757368, 41.1564746], [-8.5751574, 41.1556507], [-8.5742777, 41.1554649], [-8.5747176, 41.1568705], [-8.5750716, 41.158171], [-8.5756832, 41.1594957], [-8.5753827, 41.1602792], [-8.5736876, 41.1609254], [-8.572486, 41.1616524], [-8.5709732, 41.1622986], [-8.5701471, 41.1625893], [-8.5692888, 41.1616605], [-8.5702329, 41.1605296], [-8.5702758, 41.1598511], [-8.5701042, 41.1587364], [-8.568688, 41.1596734], [-8.5674005, 41.1606346], [-8.5667997, 41.1619755], [-8.5668319, 41.1631951], [-8.567261, 41.164552], [-8.5679047, 41.1658847], [-8.5683661, 41.1663289], [-8.5680764, 41.1667166]]"
"bus-401-sr-b","[[-8.5680764, 41.1667166], [-8.5669959, 41.1668737], [-8.5663951, 41.1659691], [-8.5678328, 41.1656783], [-8.5672105, 41.1644507], [-8.5668319, 41.1631951], [-8.5668457, 41.1617691], [-8.5675753, 41.1604525], [-8.5688091, 41.1595963], [-8.5701042, 41.1587364], [-8.5703112, 41.1600648], [-8.5695172, 41.1612683], [-8.5695079, 41.1622572], [-8.5703126, 41.1634607], [-8.5708168, 41.1647046], [-8.5714767, 41.1643209], [-8.5723859, 41.1634062], [-8.5737673, 41.1627539], [-8.5752049, 41.1621037], [-8.5763851, 41.1613444], [-8.5762349, 41.1604721], [-8.5756716, 41.159422], [-8.575162, 41.1583396], [-8.5747354, 41.1571747], [-8.575285, 41.1568903], [-8.576985, 41.1570274], [-8.5782376, 41.1574839], [-8.5786265, 41.1584451], [-8.5785192, 41.1595477], [-8.5791522, 41.1599597], [-8.5807401, 41.1593619], [-8.5819739, 41.1590227], [-8.5828644, 41.1591842], [-8.582328, 41.1604928], [-8.5818881, 41.1617852], [-8.5825426, 41.1628594], [-8.5842485, 41.1631018], [-8.5857719, 41.1631098], [-8.5876364, 41.1637116], [-8.5896987, 41.1640629], [-8.5906106, 41.1628917], [-8.5915119, 41.1619467], [-8.5921019, 41.1607674], [-8.5927993, 41.1596043], [-8.5934679, 41.1584026], [-8.5941512, 41.1572456], [-8.5947198, 41.1562035], [-8.5953991, 41.1550826], [-8.5962004, 41.1537397], [-8.5969514, 41.152431], [-8.5975737, 41.1512839], [-8.5984105, 41.1501852], [-8.5993761, 41.149345], [-8.5986591, 41.1486434], [-8.5996471, 41.1485672], [-8.6011249, 41.1488118], [-8.6030883, 41.1491915], [-8.6045903, 41.149547], [-8.6064786, 41.1497126], [-8.6068825, 41.1490104]]"
"bus-402-b-sr","[[-8.6283535, 41.1558276], [-8.6289784, 41.156488], [-8.628839, 41.1569929], [-8.6278951, 41.15788], [-8.6273262, 41.1587457], [-8.6251804, 41.1596504], [-8.6234745, 41.1602158], [-8.6218438, 41.1603451], [-8.6211356, 41.160749], [-8.6203524, 41.1616617], [-8.6187217, 41.162429], [-8.6167905, 41.1623886], [-8.6143658, 41.1620898], [-8.6121559, 41.1617814], [-8.6098596, 41.1615325], [-8.6075315, 41.161064], [-8.6052592, 41.1606147], [-8.604345, 41.1606359], [-8.6039802, 41.1617829], [-8.6048064, 41.1612013], [-8.604742, 41.160442], [-8.6029395, 41.1599493], [-8.6008903, 41.1593839], [-8.5990342, 41.158875], [-8.5977682, 41.1591658], [-8.5960838, 41.1596747], [-8.5942063, 41.1603047], [-8.5923395, 41.1608782], [-8.591288, 41.1618717], [-8.5902366, 41.1630914], [-8.5892925, 41.1641979], [-8.5886595, 41.1657002], [-8.5880801, 41.1671459], [-8.5874256, 41.1684947], [-8.5865566, 41.1688016], [-8.5844967, 41.1684624], [-8.5824367, 41.168317], [-8.5819432, 41.1679697], [-8.582308, 41.1668148], [-8.5809991, 41.1659264], [-8.5792181, 41.1653691], [-8.5781237, 41.165999], [-8.577759, 41.1653852], [-8.5769972, 41.1652237], [-8.57645, 41.1642948], [-8.57586, 41.1632287], [-8.5749158, 41.1624129], [-8.5754093, 41.1631964], [-8.5761067, 41.1640202], [-8.5767183, 41.1651671], [-8.5761175, 41.165684], [-8.5749051, 41.1651429], [-8.5750124, 41.1661363], [-8.5742721, 41.166524], [-8.5729887, 41.1666382], [-8.5730745, 41.1673731], [-8.5722055, 41.1682131], [-8.5708537, 41.168306], [-8.570285, 41.1675225], [-8.5705115, 41.1669416]]"
"bus-402-sr-b","[[-8.5705115, 41.1669416], [-8.572432, 41.1666347], [-8.5747387, 41.1665055], [-8.5764201, 41.1661289], [-8.577139, 41.165507], [-8.5777559, 41.1657089], [-8.5772784, 41.1653293], [-8.5763879, 41.1640855], [-8.5752024, 41.1624418], [-8.5749127, 41.162672], [-8.5762324, 41.1642995], [-8.5772194, 41.1657291], [-8.5781314, 41.1663106], [-8.5769512, 41.1676837], [-8.5783138, 41.1676029], [-8.5797192, 41.1680552], [-8.5813715, 41.1684994], [-8.5833885, 41.1683863], [-8.5845982, 41.1688224], [-8.584448, 41.1699935], [-8.5859715, 41.1704135], [-8.5869478, 41.1698804], [-8.5875486, 41.1685882], [-8.5881065, 41.1674898], [-8.5886322, 41.1663349], [-8.5892116, 41.1648891], [-8.5899291, 41.1637465], [-8.590778, 41.1627003], [-8.591808, 41.1615775], [-8.5930418, 41.1607133], [-8.5947584, 41.1606809], [-8.5967218, 41.1609152], [-8.5989212, 41.1611979], [-8.6010884, 41.1614483], [-8.6025583, 41.1616664], [-8.6040603, 41.1618279], [-8.6046397, 41.1614887], [-8.6049508, 41.1606729], [-8.6043285, 41.1606971], [-8.6039423, 41.1615452], [-8.6045431, 41.1618845], [-8.6062812, 41.1621268], [-8.6080407, 41.1623691], [-8.6100599, 41.1626031], [-8.6123859, 41.162886], [-8.6144351, 41.1631526], [-8.616538, 41.1634272], [-8.6189841, 41.163726], [-8.6207106, 41.1637403], [-8.6208823, 41.1625772], [-8.621082, 41.1612793], [-8.6216333, 41.1604691], [-8.6238542, 41.1601379], [-8.6257172, 41.1594228], [-8.6274335, 41.1587349], [-8.6284676, 41.1587405], [-8.6301586, 41.1584764], [-8.6299513, 41.1571765], [-8.6295404, 41.1565272], [-8.6295914, 41.1555861], [-8.6288699, 41.1550913], [-8.6283522, 41.1558002]]"
"bus-ZF-v-f","[[-8.6317811, 41.098501], [-8.6320279, 41.0973044], [-8.6317489, 41.0962291], [-8.6321566, 41.0955256], [-8.6339376, 41.0953801], [-8.6357186, 41.0951052], [-8.6373816, 41.0944745], [-8.6385296, 41.0938924], [-8.6398492, 41.0932617], [-8.6416302, 41.0933587], [-8.6435185, 41.0935204], [-8.6456535, 41.0936983], [-8.648046, 41.0935689], [-8.6502884, 41.0935932], [-8.6523805, 41.0935447], [-8.652874, 41.0948788], [-8.6538503, 41.0946524], [-8.6537001, 41.0932779], [-8.6535499, 41.0922186], [-8.6534963, 41.0914181], [-8.6534426, 41.0905853], [-8.6534748, 41.0893562], [-8.6535177, 41.0880624], [-8.6532603, 41.0869707], [-8.6520694, 41.0863642], [-8.6525522, 41.086251], [-8.6543653, 41.0861297], [-8.6557064, 41.0857416], [-8.655524, 41.0843992], [-8.6553953, 41.0830325], [-8.6555455, 41.0815606], [-8.6557279, 41.0802424], [-8.6546443, 41.0802667], [-8.6528948, 41.0806952], [-8.6523476, 41.0808974]]"
"bus-ZF-f-v","[[-8.6523476, 41.0808974], [-8.6540766, 41.0804688], [-8.655643, 41.080396], [-8.6554606, 41.08169], [-8.6553533, 41.0827413], [-8.6554284, 41.0839543], [-8.6555572, 41.0850056], [-8.6554499, 41.0860811], [-8.6540337, 41.086162], [-8.6524565, 41.086251], [-8.6520694, 41.0863642], [-8.6526174, 41.0865906], [-8.6535187, 41.0874316], [-8.6534758, 41.0887254], [-8.653465, 41.0898413], [-8.6534221, 41.0910946], [-8.6534758, 41.0917819], [-8.6536152, 41.0927603], [-8.6537547, 41.0938276], [-8.6537332, 41.0949353], [-8.6528106, 41.0946685], [-8.6523805, 41.0935447], [-8.6507399, 41.0935689], [-8.6491091, 41.0936578], [-8.6474032, 41.0936336], [-8.6458046, 41.0937225], [-8.644249, 41.0934799], [-8.6424251, 41.0934153], [-8.6408908, 41.093294], [-8.6395712, 41.0934961], [-8.638391, 41.0939408], [-8.6372108, 41.0946281], [-8.6358376, 41.095089], [-8.6343462, 41.0954447], [-8.6325438, 41.0954043], [-8.6313636, 41.0956954], [-8.6300225, 41.0951375], [-8.6291964, 41.0949839], [-8.6294646, 41.0955337], [-8.6295505, 41.0966171], [-8.6296899, 41.0973286], [-8.6290569, 41.0983554], [-8.6294539, 41.0987112], [-8.6312349, 41.0989295], [-8.6317811, 41.098501]]"
"bus-ZR-ar-al","[[-8.5552129, 41.1593508], [-8.5566506, 41.1586077], [-8.5578307, 41.1579817], [-8.5586354, 41.1568508], [-8.5593864, 41.1555664], [-8.5604271, 41.1545162], [-8.5615322, 41.1537488], [-8.5627982, 41.1529087], [-8.5637423, 41.1524805], [-8.5652765, 41.1527471], [-8.5662958, 41.1516161], [-8.5681626, 41.1515596], [-8.5700998, 41.1517571], [-8.5719713, 41.1518019], [-8.5737845, 41.1518262], [-8.5743655, 41.1521012], [-8.5749754, 41.1522866], [-8.5746482, 41.1527107], [-8.5762039, 41.1527754], [-8.578296, 41.1528158], [-8.5803452, 41.1526057], [-8.5817614, 41.1516687], [-8.582373, 41.1523715], [-8.5832313, 41.1531874], [-8.5825017, 41.1534782], [-8.5811928, 41.1525411], [-8.5798302, 41.1515879], [-8.5793635, 41.1503357], [-8.5806349, 41.1493581], [-8.5814503, 41.1482433], [-8.581018, 41.1470889], [-8.5800386, 41.1464677], [-8.579191, 41.1458375], [-8.5781825, 41.1451104], [-8.5784185, 41.1445448], [-8.5800815, 41.14385], [-8.5819912, 41.1437611], [-8.5842926, 41.1436076], [-8.5863686, 41.1433005], [-8.5874522, 41.1423553], [-8.5886324, 41.141313], [-8.590188, 41.1403757], [-8.5920012, 41.1401737], [-8.5940075, 41.139996], [-8.5959387, 41.1402546], [-8.5974997, 41.1409898], [-8.5989643, 41.1416846], [-8.6008794, 41.1420846], [-8.6027945, 41.141927], [-8.6047578, 41.1418341], [-8.6068499, 41.1415069], [-8.608545, 41.1410989], [-8.6101651, 41.141006], [-8.6118871, 41.1414302], [-8.6137164, 41.1413695], [-8.6152291, 41.1408201], [-8.6168331, 41.1406747], [-8.6182654, 41.1412564], [-8.6196387, 41.1421007], [-8.6207545, 41.1430016], [-8.6220286, 41.1438136]]"
"bus-ZR-al-ar","[[-8.622213, 41.1437997], [-8.6209122, 41.1431129], [-8.619968, 41.1423171], [-8.6187986, 41.1415333], [-8.6175541, 41.1409597], [-8.6164061, 41.1404668], [-8.6152688, 41.1407658], [-8.6141208, 41.1411859], [-8.6130372, 41.1415495], [-8.6118678, 41.1413798], [-8.610591, 41.1411859], [-8.6092285, 41.1408789], [-8.6077264, 41.1412506], [-8.606278, 41.1415818], [-8.6048833, 41.1418242], [-8.6035529, 41.1417838], [-8.6021474, 41.1419616], [-8.6006025, 41.1420424], [-8.5993258, 41.1417515], [-8.5979739, 41.1411859], [-8.5967723, 41.1406123], [-8.5953454, 41.1399901], [-8.593382, 41.1399901], [-8.5915688, 41.1401517], [-8.5899917, 41.1403618], [-8.5888544, 41.1410486], [-8.5878137, 41.1418646], [-8.5870842, 41.1426968], [-8.5861615, 41.143327], [-8.5849169, 41.1435856], [-8.5834471, 41.143634], [-8.5819558, 41.1437068], [-8.5806361, 41.1436583], [-8.5793594, 41.1441188], [-8.5782114, 41.1445066], [-8.5775462, 41.1447328], [-8.5784796, 41.1455812], [-8.5788873, 41.1461225], [-8.5781192, 41.1462142], [-8.5773746, 41.1454438], [-8.5768167, 41.1452338], [-8.5761407, 41.1460175], [-8.5752503, 41.1467688], [-8.5738448, 41.1468334], [-8.5734478, 41.1472132], [-8.5733191, 41.1478352], [-8.5726861, 41.1487805], [-8.5715166, 41.1493056], [-8.5705618, 41.1500488], [-8.5696283, 41.1508244], [-8.568813, 41.1514626], [-8.5678259, 41.1515272], [-8.5664376, 41.1515444], [-8.5652724, 41.1515676], [-8.5641459, 41.1518019], [-8.5632876, 41.1524886], [-8.5622684, 41.1533206], [-8.5610131, 41.1540719], [-8.5599724, 41.1549767], [-8.5591034, 41.1559864], [-8.5584704, 41.1571496], [-8.5576871, 41.1580867], [-8.5564641, 41.1587006], [-8.5552129, 41.1593508]]"
"bus-ZM-c-b","[[-8.6164235, 41.1450374], [-8.6156028, 41.1452595], [-8.6150556, 41.1448758], [-8.6140256, 41.1451303], [-8.6132315, 41.1453812], [-8.6126337, 41.1452772], [-8.6124591, 41.1448519], [-8.6125991, 41.1445196], [-8.6131812, 41.1442247], [-8.6138286, 41.1438625], [-8.614594, 41.1434143], [-8.6148487, 41.1428447], [-8.615295, 41.1424921], [-8.6152752, 41.1414817], [-8.615635, 41.1407117], [-8.6171537, 41.1408398], [-8.618931, 41.1416785], [-8.6201461, 41.1424865], [-8.6213209, 41.1434903], [-8.6230235, 41.1441188], [-8.6249399, 41.1447197], [-8.626911, 41.1447669], [-8.6285287, 41.1447964], [-8.6299664, 41.1451923], [-8.6314684, 41.1461456], [-8.6327237, 41.1469132], [-8.6324262, 41.147505], [-8.631526, 41.1485234], [-8.6306489, 41.1495211], [-8.6297986, 41.1504986], [-8.6290668, 41.1513591], [-8.628775, 41.1523287], [-8.6287289, 41.1534756], [-8.6287365, 41.1544448], [-8.6282751, 41.1553335]]"
"bus-ZM-b-c","[[-8.6284383, 41.1552499], [-8.6273648, 41.1555281], [-8.6268237, 41.1544542], [-8.626416, 41.1532545], [-8.6259775, 41.1519519], [-8.6259868, 41.1508431], [-8.6257293, 41.149704], [-8.6256287, 41.1487124], [-8.6271133, 41.1492092], [-8.6277517, 41.1500191], [-8.628315, 41.1509602], [-8.6293637, 41.1510471], [-8.6302274, 41.1500282], [-8.6309811, 41.1491617], [-8.63194, 41.1480782], [-8.6327996, 41.1470865], [-8.6315282, 41.1461533], [-8.6304004, 41.1453474], [-8.6289681, 41.1448132], [-8.6268505, 41.1447273], [-8.6248751, 41.1446547], [-8.6227789, 41.1440002], [-8.6210387, 41.1432313], [-8.619968, 41.1423171], [-8.6185518, 41.1414337], [-8.6169264, 41.1406815], [-8.6157891, 41.1406128], [-8.6152472, 41.1415137], [-8.6152709, 41.1420429], [-8.6152583, 41.142565], [-8.6147517, 41.1428387], [-8.6146508, 41.1433465], [-8.6138286, 41.1438625], [-8.613092, 41.1442718], [-8.6124201, 41.1446623], [-8.6125633, 41.1451987], [-8.6129992, 41.1454203], [-8.6135806, 41.1452699], [-8.6141981, 41.1450851], [-8.6148499, 41.1449391], [-8.6154266, 41.1449189], [-8.6155607, 41.1452856], [-8.6156036, 41.1455007], [-8.6163104, 41.1451623]]"
"bus-94-b-c","[[-8.6068654, 41.1490409], [-8.6059213, 41.1482169], [-8.6041324, 41.1477121], [-8.602134, 41.1471827], [-8.6004281, 41.147619], [-8.5987973, 41.1481926], [-8.5973168, 41.1490167], [-8.5958362, 41.1499538], [-8.5941246, 41.1508308], [-8.5926819, 41.1513272], [-8.5919952, 41.1524501], [-8.5911316, 41.1536577], [-8.5910886, 41.1551643], [-8.5899246, 41.1555602], [-8.5881007, 41.1555683], [-8.586191, 41.1555601], [-8.5847641, 41.1557621], [-8.5852146, 41.1565619], [-8.5849786, 41.1577937], [-8.5839057, 41.1584763], [-8.5825646, 41.1588236], [-8.5810304, 41.1593648], [-8.5793245, 41.1592921], [-8.5776508, 41.1596879], [-8.5756981, 41.1602452], [-8.5741103, 41.1607299], [-8.5727585, 41.1615295], [-8.5710741, 41.1622], [-8.5703445, 41.1632177], [-8.5705161, 41.1643646], [-8.5711169, 41.1652409], [-8.5705591, 41.1659477], [-8.5691106, 41.1662546], [-8.5675979, 41.1663596], [-8.5658079, 41.1666619], [-8.5643612, 41.1671903], [-8.5628126, 41.1677564], [-8.5615305, 41.1683177], [-8.5603342, 41.1691617], [-8.5603128, 41.1703973], [-8.5595081, 41.1713988], [-8.5579094, 41.1717784], [-8.5567079, 41.1726425], [-8.5551307, 41.1734662], [-8.5532746, 41.173757], [-8.5515902, 41.1737166], [-8.5501955, 41.1732643], [-8.5485754, 41.1727959], [-8.5469068, 41.1729978], [-8.5464454, 41.1732683], [-8.5458875, 41.1742455], [-8.5451687, 41.1752711], [-8.5442997, 41.1763855], [-8.5427547, 41.1771365], [-8.5411776, 41.1776695], [-8.5395361, 41.1783963], [-8.5381413, 41.1793168], [-8.5368217, 41.1803262], [-8.5357588, 41.1809178], [-8.5347395, 41.1811923], [-8.5331946, 41.181588], [-8.5315745, 41.1819675], [-8.5301047, 41.1820805], [-8.5285168, 41.1826861], [-8.5270899, 41.183429], [-8.5262316, 41.1847774], [-8.5251265, 41.1858433], [-8.5248476, 41.1872643], [-8.5252338, 41.188645], [-8.5241073, 41.1896381], [-8.5243111, 41.1907119], [-8.5230773, 41.1910429], [-8.5213929, 41.1911075], [-8.5197621, 41.1913174], [-8.5184639, 41.1910348], [-8.5182815, 41.1926011], [-8.5177558, 41.1939574], [-8.5168653, 41.1937717], [-8.5155349, 41.1929482], [-8.5144835, 41.1922701], [-8.5132068, 41.1914789], [-8.5116618, 41.1910106], [-8.5099667, 41.1910267], [-8.5100632, 41.1915515], [-8.5104495, 41.1927141], [-8.5100872, 41.1936722], [-8.5101006, 41.1938659], [-8.5100427, 41.1948262], [-8.5093668, 41.1951814], [-8.5079935, 41.1946809], [-8.5068348, 41.1940108], [-8.5060408, 41.1931389], [-8.5051289, 41.1921216], [-8.5044744, 41.1913627], [-8.5036914, 41.1914273], [-8.5025863, 41.1924204], [-8.5016207, 41.1933327], [-8.5011057, 41.1938493], [-8.5013847, 41.1949392], [-8.5010306, 41.1957708], [-8.5000328, 41.1944064], [-8.4999792, 41.1935022], [-8.4990887, 41.1922993], [-8.4983913, 41.1910559], [-8.4979514, 41.1902082], [-8.4973721, 41.1893483], [-8.4956689, 41.1890658], [-8.4940748, 41.1885311], [-8.4924867, 41.1880344], [-8.4906521, 41.1876589], [-8.4891867, 41.1874591], [-8.4881675, 41.1866113], [-8.4870409, 41.1856263], [-8.486247, 41.1855294], [-8.4863972, 41.1861915], [-8.4865581, 41.1869505], [-8.4875666, 41.1880485], [-8.4889399, 41.1877014], [-8.488543, 41.1869747], [-8.4873306, 41.185917], [-8.486247, 41.1849077], [-8.484863, 41.1841729], [-8.4834897, 41.183535], [-8.4824383, 41.1827437], [-8.4806251, 41.1824046], [-8.4790694, 41.1824207], [-8.4769666, 41.1820573], [-8.4750783, 41.1824692], [-8.4738015, 41.1832282], [-8.4728252, 41.1835512], [-8.4708404, 41.1837772], [-8.4690916, 41.1830667], [-8.4673642, 41.1821946], [-8.4654009, 41.182453], [-8.4647035, 41.1830505], [-8.4637325, 41.1829335]]"
"bus-94-c-b","[[-8.4637325, 41.1829335], [-8.4647035, 41.1830505], [-8.4654009, 41.182453], [-8.4673642, 41.1821946], [-8.4690916, 41.1830667], [-8.4708404, 41.1837772], [-8.4728509, 41.1835905], [-8.4738487, 41.1835582], [-8.4741652, 41.1830697], [-8.4752756, 41.1823874], [-8.4771639, 41.1820765], [-8.4793418, 41.1824277], [-8.4809297, 41.1824358], [-8.4825498, 41.1828718], [-8.4837621, 41.1837439], [-8.4850603, 41.1843253], [-8.4864336, 41.1850762], [-8.4861439, 41.1856091], [-8.4863156, 41.1861258], [-8.4864336, 41.1867799], [-8.4872383, 41.1877245], [-8.4883862, 41.1878618], [-8.4895557, 41.1876196], [-8.4910685, 41.1877164], [-8.4924149, 41.1880313], [-8.493925, 41.1885077], [-8.4955316, 41.1890446], [-8.4968084, 41.1892666], [-8.4975379, 41.1897349], [-8.4982031, 41.1909783], [-8.4988039, 41.1920601], [-8.4994691, 41.193255], [-8.499791, 41.194022], [-8.5004347, 41.1950715], [-8.5014218, 41.1957739], [-8.5013681, 41.1944256], [-8.5015398, 41.1935214], [-8.5023874, 41.1926414], [-8.5035246, 41.1916], [-8.5042435, 41.1911478], [-8.5049301, 41.1919471], [-8.5057562, 41.1929159], [-8.5066038, 41.1938847], [-8.5077733, 41.1946436], [-8.5090822, 41.195128], [-8.5099512, 41.1949908], [-8.5101229, 41.193917], [-8.5103696, 41.1929079], [-8.5102194, 41.1918664], [-8.5104447, 41.191164], [-8.5123223, 41.1911478], [-8.513599, 41.1917614], [-8.5149723, 41.1926091], [-8.5163027, 41.1934811], [-8.5171824, 41.1942723], [-8.5178905, 41.1939574], [-8.5184163, 41.1926011], [-8.5185986, 41.1911478], [-8.5199719, 41.1914304], [-8.5216135, 41.1911236], [-8.5231369, 41.1911075], [-8.5243064, 41.1905585], [-8.5243064, 41.1895492], [-8.5252827, 41.1884835], [-8.5249287, 41.1870624], [-8.5252398, 41.1857867], [-8.5263985, 41.1846563], [-8.5272675, 41.1832917], [-8.5289351, 41.1826449], [-8.5303727, 41.1819505], [-8.5319177, 41.1819747], [-8.5333446, 41.181579], [-8.5350827, 41.181143], [-8.5360161, 41.1808846], [-8.5371963, 41.1800448], [-8.5383872, 41.1791404], [-8.5396746, 41.1783329], [-8.5413161, 41.1776061], [-8.5429469, 41.1771135], [-8.5441164, 41.1765402], [-8.5448781, 41.1757568], [-8.5456399, 41.1747635], [-8.5462514, 41.1736168], [-8.547099, 41.1729465], [-8.5487727, 41.1728657], [-8.5506717, 41.1734391], [-8.5519591, 41.1738429], [-8.5535148, 41.1737541], [-8.5550169, 41.1735441], [-8.5558752, 41.1731968], [-8.557109, 41.1724054], [-8.5581711, 41.1716786], [-8.5597805, 41.1713717], [-8.5602525, 41.1701764], [-8.5604993, 41.1690296], [-8.5618619, 41.1682058], [-8.5635356, 41.1675274], [-8.5650805, 41.1669701], [-8.5667649, 41.1664289], [-8.5684494, 41.1663643], [-8.5701016, 41.1660736], [-8.5710672, 41.1654193], [-8.5714105, 41.164434], [-8.5721293, 41.1635455], [-8.5734061, 41.1629478], [-8.5744911, 41.1624338], [-8.5757625, 41.1618078], [-8.5768729, 41.1611253], [-8.5779726, 41.160572], [-8.5792279, 41.1598612], [-8.5803866, 41.1593765], [-8.5818887, 41.1591665], [-8.5829186, 41.1588757], [-8.5842061, 41.1583426], [-8.585751, 41.1577529], [-8.5875749, 41.1574379], [-8.5895383, 41.1571067], [-8.5911369, 41.1565574], [-8.5915661, 41.1560969], [-8.5911476, 41.1554022], [-8.5911155, 41.1538835], [-8.5919523, 41.1525587], [-8.5927784, 41.1511934], [-8.5942885, 41.1508013], [-8.595734, 41.1500067], [-8.5968983, 41.1493273], [-8.5980356, 41.1485921], [-8.5992752, 41.14848], [-8.6008845, 41.1487627], [-8.6026763, 41.1491182], [-8.6044358, 41.1495141], [-8.6063992, 41.149918], [-8.6068825, 41.1490104]]"
"tram-1-pa-i","[[-8.6685736, 41.1479617], [-8.6669482, 41.14738], [-8.6655051, 41.1479213], [-8.6643411, 41.1480627], [-8.663236, 41.1478647], [-8.6616696, 41.1475698], [-8.6605001, 41.1471861], [-8.6591859, 41.1468589], [-8.6576516, 41.1468104], [-8.6566807, 41.1473154], [-8.6557741, 41.147792], [-8.6547227, 41.148305], [-8.6535532, 41.1483495], [-8.6523838, 41.1482202], [-8.6511875, 41.1480748], [-8.6499805, 41.147889], [-8.6488004, 41.1481233], [-8.6477597, 41.1483939], [-8.6463703, 41.1484222], [-8.6447502, 41.1482242], [-8.6432643, 41.1480465], [-8.6418856, 41.1481111], [-8.6405982, 41.1484141], [-8.6392678, 41.1484141], [-8.6377926, 41.1483252], [-8.6365105, 41.1482162], [-8.6353035, 41.1479496], [-8.6341018, 41.1475416], [-8.6335761, 41.1476264], [-8.6324603, 41.1470447], [-8.6313874, 41.1465155], [-8.6309368, 41.1460348], [-8.6299337, 41.1456187], [-8.6288394, 41.1451138], [-8.6275412, 41.1447906], [-8.6262913, 41.1447502], [-8.6250252, 41.1446977], [-8.6237324, 41.1442937], [-8.6225147, 41.1439221], [-8.6213721, 41.1434575], [-8.620546, 41.1427667], [-8.6197788, 41.142193], [-8.6188615, 41.1415911], [-8.6177618, 41.14107], [-8.6167694, 41.1406054], [-8.6158736, 41.1405771]]"
