name,coordinates
"bus-902-b-l","[[-8.6298157, 41.1612725], [-8.6285411, 41.1602482], [-8.6296998, 41.1588185], [-8.6303757, 41.1575584], [-8.6295925, 41.1564194], [-8.6291741, 41.1552238], [-8.6273502, 41.1555793], [-8.6264704, 41.1537294], [-8.6268459, 41.1525257], [-8.6297642, 41.1526146], [-8.6326073, 41.15276], [-8.6344741, 41.1521299], [-8.6360298, 41.1509827], [-8.6382399, 41.1501426], [-8.6412333, 41.1493266], [-8.6435722, 41.1498356], [-8.6444948, 41.1515078], [-8.642392, 41.151524], [-8.6409865, 41.1498436], [-8.6403857, 41.1475412], [-8.6399565, 41.1455699], [-8.6396723, 41.1437481], [-8.641244, 41.1432511], [-8.6419843, 41.1441479], [-8.6409543, 41.1450285], [-8.6390661, 41.1452386], [-8.6378215, 41.144568], [-8.6361585, 41.1430733], [-8.6350857, 41.141514], [-8.634399, 41.1398899], [-8.6337016, 41.1381446], [-8.6325591, 41.1368721], [-8.6301075, 41.1367306], [-8.6293135, 41.135567], [-8.6309061, 41.1344929], [-8.6323176, 41.1332963], [-8.6330794, 41.1316802], [-8.6348925, 41.1320276], [-8.636534, 41.1317529], [-8.63721, 41.130565], [-8.6381112, 41.1291993], [-8.6397312, 41.1277689], [-8.642392, 41.1287144], [-8.6445163, 41.1297326], [-8.646823, 41.1307266], [-8.6496447, 41.1306862], [-8.6516188, 41.1310094], [-8.6527131, 41.132658], [-8.6551378, 41.1320842], [-8.6584531, 41.1319388], [-8.6613713, 41.1318903], [-8.6642788, 41.1318014], [-8.6672185, 41.1312276], [-8.6685811, 41.1319307], [-8.6693214, 41.1310579]]"
"bus-902-l-b","[[-8.6693889, 41.1310674], [-8.6673183, 41.1311805], [-8.6649365, 41.1316412], [-8.6626083, 41.1318997], [-8.6600226, 41.1317058], [-8.6572761, 41.1319159], [-8.6547119, 41.1320452], [-8.65336, 41.1311725], [-8.6517078, 41.1307361], [-8.6495835, 41.1306149], [-8.647191, 41.1307846], [-8.6449379, 41.1299522], [-8.6431033, 41.1290148], [-8.641333, 41.1281258], [-8.6394984, 41.1280854], [-8.6382002, 41.1291198], [-8.6366123, 41.1298876], [-8.6371273, 41.131423], [-8.6353463, 41.1323523], [-8.6335331, 41.1312452], [-8.6317629, 41.1317704], [-8.630709, 41.1327355], [-8.6308402, 41.1344613], [-8.6313015, 41.135326], [-8.6330396, 41.1359078], [-8.6334688, 41.1374269], [-8.6339087, 41.138954], [-8.6349923, 41.1396408], [-8.6372668, 41.1388005], [-8.6396057, 41.1390429], [-8.6415369, 41.1398197], [-8.6418051, 41.1415396], [-8.6416763, 41.1429131], [-8.6418158, 41.144731], [-8.6399512, 41.1452024], [-8.6380714, 41.1448037], [-8.6383933, 41.1435514], [-8.6395929, 41.1449327], [-8.6400777, 41.1466943], [-8.6405927, 41.1489241], [-8.6404211, 41.1507822], [-8.6379427, 41.1510326], [-8.6356682, 41.1509195], [-8.6336404, 41.1511134], [-8.6323959, 41.1525433], [-8.6316771, 41.1540943], [-8.6301536, 41.1552979], [-8.6286193, 41.1551364], [-8.6277503, 41.1560896], [-8.6278576, 41.1581656], [-8.6287267, 41.1595237], [-8.6292523, 41.1608877], [-8.6298103, 41.1615512]]"
"bus-901-t-v","[[-8.6094919, 41.1512704], [-8.610768, 41.1509952], [-8.6112722, 41.1495895], [-8.6112305, 41.1479972], [-8.6115404, 41.1465115], [-8.611004, 41.1450814], [-8.6124524, 41.1440069], [-8.6139437, 41.1429081], [-8.6145142, 41.1414865], [-8.6129996, 41.1415184], [-8.6108772, 41.1412441], [-8.6095341, 41.1405245], [-8.6091264, 41.1391186], [-8.6110488, 41.1382181], [-8.6131605, 41.1377935], [-8.6157783, 41.1370825], [-8.6185471, 41.1368729], [-8.6208443, 41.1376363], [-8.6232885, 41.1385854], [-8.6239544, 41.1367194], [-8.6260565, 41.136234], [-8.628728, 41.136129], [-8.6302155, 41.1350224], [-8.6319681, 41.1341492], [-8.6327299, 41.132226], [-8.6311098, 41.1316765], [-8.6312922, 41.1298825], [-8.6318608, 41.1283713], [-8.632146, 41.1261931], [-8.6313244, 41.1247103], [-8.6322256, 41.123587], [-8.6340388, 41.12349], [-8.6344473, 41.1216915], [-8.6336311, 41.1206127], [-8.6351331, 41.1194085], [-8.6342426, 41.1177434], [-8.633953, 41.1159329], [-8.634307, 41.1144295], [-8.6348435, 41.1132332], [-8.6337706, 41.1121581], [-8.631893, 41.1128371], [-8.6306056, 41.1130392], [-8.6294361, 41.1111557], [-8.6301228, 41.1097088], [-8.6326119, 41.1098424], [-8.6347469, 41.1096037], [-8.6363991, 41.1085609], [-8.6380728, 41.1077606], [-8.6400255, 41.1070411], [-8.6407765, 41.1058608], [-8.6400684, 41.1043814], [-8.6390492, 41.1027969], [-8.63862, 41.1011476], [-8.6371609, 41.099369], [-8.6354765, 41.0981966], [-8.6332985, 41.0967817], [-8.6342105, 41.0954153], [-8.6314746, 41.0957387], [-8.6292645, 41.0948412], [-8.6296507, 41.096717], [-8.6290392, 41.0984392], [-8.6267432, 41.098229], [-8.6249837, 41.0972992], [-8.6243936, 41.09586], [-8.6245009, 41.0941782], [-8.6222371, 41.094437], [-8.620499, 41.0955042], [-8.6204454, 41.0959328]]"
"bus-901-v-t","[[-8.6204454, 41.0959328], [-8.6199387, 41.0976099], [-8.6229642, 41.0982891], [-8.6257537, 41.0979495], [-8.6285861, 41.0986125], [-8.6316116, 41.0989359], [-8.6319764, 41.0970116], [-8.6319764, 41.0955724], [-8.6343797, 41.0954592], [-8.6335857, 41.0970116], [-8.6353131, 41.0980303], [-8.6367078, 41.0990491], [-8.638006, 41.1004882], [-8.6390467, 41.1020081], [-8.6394008, 41.1033906], [-8.6402805, 41.104676], [-8.6409135, 41.1061796], [-8.6394651, 41.1075135], [-8.6370941, 41.1079904], [-8.6355598, 41.1092677], [-8.6332424, 41.1096638], [-8.6311105, 41.1096689], [-8.6292084, 41.1105772], [-8.6299272, 41.1120565], [-8.6311825, 41.1132124], [-8.6327596, 41.1125496], [-8.6345513, 41.1120161], [-8.6362036, 41.1118787], [-8.635871, 41.1133337], [-8.6349622, 41.1145917], [-8.634326, 41.116284], [-8.6343689, 41.1181511], [-8.6350234, 41.1196625], [-8.6338754, 41.1205758], [-8.6331137, 41.121481], [-8.6326374, 41.1225788], [-8.6320602, 41.123712], [-8.6312898, 41.1246088], [-8.6318703, 41.1261147], [-8.6320086, 41.1273485], [-8.6316867, 41.1288758], [-8.631161, 41.1304113], [-8.6308807, 41.1319315], [-8.630689, 41.1333204], [-8.6309061, 41.1344929], [-8.6291118, 41.1345406], [-8.6278136, 41.1348961], [-8.6281891, 41.1362779], [-8.6257322, 41.1361729], [-8.6242409, 41.1365446], [-8.6234148, 41.1380232], [-8.6223665, 41.1383435], [-8.620636, 41.1376192], [-8.6187263, 41.1368678], [-8.6157783, 41.1370825], [-8.6131605, 41.1377935], [-8.6110488, 41.1382181], [-8.6101785, 41.1386263], [-8.6093064, 41.1390009], [-8.6092635, 41.1396554], [-8.6094888, 41.1403059], [-8.6099233, 41.1409522], [-8.6110713, 41.1413441], [-8.6125948, 41.1415501], [-8.6136462, 41.1414047], [-8.6145367, 41.1413926], [-8.6143919, 41.1421278], [-8.6140807, 41.1427985], [-8.6132761, 41.1433842], [-8.612407, 41.1440185], [-8.6116882, 41.1445719], [-8.6108942, 41.1452304], [-8.6105617, 41.1460787], [-8.6096068, 41.1466765], [-8.6086841, 41.1472986], [-8.6082442, 41.1481106], [-8.6078043, 41.1488094], [-8.6073698, 41.1496617], [-8.6078419, 41.1502595], [-8.6088665, 41.1504978], [-8.609934, 41.1508371], [-8.609521, 41.1512451]]"
"bus-900-c-o","[[-8.6096004, 41.1512703], [-8.6110988, 41.1500682], [-8.6114207, 41.1474911], [-8.610817, 41.1456031], [-8.6124524, 41.1440069], [-8.61406, 41.1426354], [-8.6143604, 41.1411083], [-8.612279, 41.1415204], [-8.6098543, 41.1408175], [-8.6092106, 41.1391692], [-8.6105463, 41.1382641], [-8.6127994, 41.1376097], [-8.6123166, 41.1360178], [-8.611705, 41.134426], [-8.6111686, 41.1331169], [-8.6108574, 41.131226], [-8.6110691, 41.1289456], [-8.6113835, 41.1263773], [-8.6135129, 41.1255084], [-8.6156532, 41.1242113], [-8.6144916, 41.1215024], [-8.6111579, 41.1227808], [-8.6084864, 41.1238234], [-8.6064372, 41.1245669], [-8.6060724, 41.1230152], [-8.6062441, 41.1208411], [-8.6064264, 41.1185861], [-8.6066092, 41.1165089], [-8.6066947, 41.1159269]]"
"bus-900-o-c","[[-8.6065362, 41.1158152], [-8.6063538, 41.1177631], [-8.6050449, 41.1193311], [-8.6060748, 41.120592], [-8.6058925, 41.1225721], [-8.605753, 41.1247462], [-8.6054955, 41.1265888], [-8.6072121, 41.1260231], [-8.6094115, 41.1263868], [-8.6107204, 41.1271787], [-8.6090789, 41.1290617], [-8.6081348, 41.1308881], [-8.6081348, 41.1329245], [-8.6093042, 41.1344113], [-8.6112569, 41.1351466], [-8.6112676, 41.1369324], [-8.6099447, 41.1384757], [-8.6093257, 41.1397928], [-8.6100982, 41.1409967], [-8.612279, 41.1415204], [-8.6146365, 41.1410532], [-8.6126624, 41.1437679], [-8.6109458, 41.1453434], [-8.6088267, 41.1470371], [-8.6106668, 41.1487609], [-8.6096004, 41.1512703]]"
"bus-806-m-f","[[-8.6047062, 41.1615032], [-8.6042342, 41.160227], [-8.6018738, 41.1596615], [-8.6004791, 41.1606147], [-8.5998568, 41.1622948], [-8.5992989, 41.1639263], [-8.598623, 41.1654286], [-8.5962519, 41.1651379], [-8.5941705, 41.1648632], [-8.5920248, 41.1645644], [-8.5897717, 41.163999], [-8.5874006, 41.1632479], [-8.5853192, 41.1623674], [-8.5849759, 41.1608005], [-8.583034, 41.1602027], [-8.5827658, 41.1592577], [-8.5818967, 41.1591284], [-8.5796437, 41.1592657], [-8.5774335, 41.15971], [-8.5751161, 41.160332], [-8.5730454, 41.161277], [-8.5709855, 41.1623028], [-8.5702881, 41.1637244], [-8.5711035, 41.1652186], [-8.5697195, 41.1661313], [-8.5670587, 41.1663575], [-8.5639903, 41.1672943], [-8.5624346, 41.1669309], [-8.5604605, 41.1662767], [-8.5590872, 41.1672297], [-8.5578105, 41.1672217], [-8.5577354, 41.1656225], [-8.5569307, 41.1642252], [-8.5560188, 41.1626986], [-8.555536, 41.1610832], [-8.5549352, 41.1594677], [-8.5526285, 41.1603077], [-8.5499892, 41.1607197], [-8.547779, 41.1611882], [-8.5462019, 41.1616243], [-8.5471675, 41.1633125], [-8.5467276, 41.1651379], [-8.5464916, 41.1662928], [-8.5440347, 41.1654205], [-8.5415348, 41.1645563], [-8.5396573, 41.1639586], [-8.5373506, 41.1632802], [-8.5352263, 41.1622867]]"
"bus-806-f-m","[[-8.5361871, 41.1627642], [-8.537752, 41.1633831], [-8.5400587, 41.164013], [-8.5426121, 41.1649742], [-8.5450905, 41.1658465], [-8.5469895, 41.1660726], [-8.5469788, 41.163908], [-8.5480087, 41.1621392], [-8.5498434, 41.1607499], [-8.5530298, 41.1602087], [-8.5553151, 41.1601117], [-8.5559373, 41.1625349], [-8.5572463, 41.164845], [-8.5578149, 41.1668238], [-8.5573965, 41.1682695], [-8.5587912, 41.1685602], [-8.5608082, 41.1687137], [-8.5632222, 41.1676557], [-8.5659259, 41.1666784], [-8.5691123, 41.1663149], [-8.5711723, 41.1651115], [-8.5726314, 41.1632942], [-8.5751098, 41.1621311], [-8.5776954, 41.1607095], [-8.5797446, 41.1595706], [-8.5819977, 41.1589647], [-8.582577, 41.1598452], [-8.5818475, 41.1618161], [-8.5840791, 41.1631407], [-8.5870939, 41.1635123], [-8.5899799, 41.1645865], [-8.5925441, 41.1647561], [-8.5956018, 41.1651761], [-8.5986059, 41.1655557], [-8.5993569, 41.163698], [-8.6002045, 41.1615253], [-8.6025541, 41.1616868], [-8.6047062, 41.1615032]]"
"bus-805-m-r","[[-8.6047062, 41.1615032], [-8.6040854, 41.1602545], [-8.6015212, 41.159584], [-8.5993004, 41.1589621], [-8.5971546, 41.1593417], [-8.5947942, 41.1601172], [-8.5920584, 41.1609572], [-8.5905993, 41.1626938], [-8.5890972, 41.1644869], [-8.588432, 41.1664738], [-8.5874879, 41.1683153], [-8.5864901, 41.1704151], [-8.5856747, 41.1720788], [-8.5844838, 41.1744611], [-8.5832715, 41.1767869], [-8.5824561, 41.1787976], [-8.5821449, 41.1806791], [-8.5846126, 41.1812928], [-8.5865116, 41.1800331], [-8.5884106, 41.1801866], [-8.5894942, 41.1818742], [-8.590095, 41.1834326], [-8.5888397, 41.1852817], [-8.5871017, 41.1859841], [-8.5849881, 41.186081], [-8.5837972, 41.1878977], [-8.5824454, 41.1893429], [-8.5826814, 41.1906105], [-8.5830569, 41.1919184], [-8.5808789, 41.1927662], [-8.579849, 41.1935574], [-8.5779285, 41.1942517], [-8.5761583, 41.1945827], [-8.5733688, 41.1944454], [-8.5705685, 41.1943485], [-8.5683369, 41.1939287], [-8.5689592, 41.1923867], [-8.569721, 41.1914905], [-8.5691201, 41.1905136], [-8.5675645, 41.1903522], [-8.5647428, 41.1902149], [-8.5624253, 41.189456], [-8.5595715, 41.1896175], [-8.5582089, 41.1888343], [-8.5581767, 41.1868884], [-8.5575759, 41.1851202], [-8.5581875, 41.1843127]]"
"bus-805-r-m","[[-8.5575223, 41.184337], [-8.5577476, 41.1859276], [-8.5583162, 41.1874375], [-8.558284, 41.1886163], [-8.5588849, 41.1898435], [-8.5613632, 41.189569], [-8.5634661, 41.1901503], [-8.5656977, 41.1903845], [-8.5683048, 41.190223], [-8.5702467, 41.1909254], [-8.56897, 41.1922818], [-8.5685086, 41.1940579], [-8.5710835, 41.194397], [-8.5737979, 41.1944131], [-8.5764158, 41.1946634], [-8.5781968, 41.194066], [-8.5797203, 41.1934766], [-8.5809648, 41.1927742], [-8.5825741, 41.1920638], [-8.5829282, 41.1908447], [-8.582778, 41.1896336], [-8.5843551, 41.18902], [-8.5871875, 41.1888101], [-8.5882175, 41.1869611], [-8.5891616, 41.1854028], [-8.5901701, 41.183586], [-8.5880888, 41.1821407], [-8.5850847, 41.1814543], [-8.5866618, 41.1799928], [-8.589505, 41.1798878], [-8.5870695, 41.1796294], [-8.5846341, 41.1810021], [-8.5822415, 41.1804692], [-8.58266, 41.1784343], [-8.5836148, 41.1762781], [-8.5847092, 41.1742189], [-8.5858679, 41.1719011], [-8.5870373, 41.1696479], [-8.5882497, 41.1672411], [-8.5892153, 41.1648181], [-8.5903418, 41.1632592], [-8.5917795, 41.1616115], [-8.5941398, 41.1606099], [-8.597101, 41.1609814], [-8.6001694, 41.1613611], [-8.6034846, 41.1617972], [-8.6047062, 41.1615032]]"
"bus-804-h-s","[[-8.5998519, 41.1828954], [-8.5971053, 41.1821525], [-8.5946484, 41.1814339], [-8.5918911, 41.1803115], [-8.589166, 41.1796655], [-8.5865374, 41.1798189], [-8.58422, 41.181232], [-8.5815914, 41.1803761], [-8.5786195, 41.180691], [-8.5756262, 41.1806749], [-8.5725899, 41.1799562], [-8.5700686, 41.178858], [-8.5682555, 41.1775013], [-8.5663028, 41.1761204], [-8.5674186, 41.1745942], [-8.5675688, 41.1728417], [-8.5679551, 41.1711215], [-8.5701867, 41.1702251], [-8.5708304, 41.1681737], [-8.5706909, 41.166308], [-8.568116, 41.1663322], [-8.5653587, 41.1668088], [-8.563052, 41.1676568], [-8.5609491, 41.1685775], [-8.5590501, 41.1685856], [-8.5564001, 41.1686663], [-8.5533853, 41.1688925], [-8.5511644, 41.1683433], [-8.5490723, 41.1673903], [-8.5465725, 41.1663242], [-8.5432573, 41.1651773], [-8.5404463, 41.1641515], [-8.5379465, 41.163473], [-8.5353179, 41.1623018], [-8.5325928, 41.1613164], [-8.530093, 41.1603794], [-8.5274644, 41.1599917], [-8.5250075, 41.1592971], [-8.5220035, 41.1590709], [-8.5198792, 41.1596767], [-8.5176261, 41.1595878], [-8.5168536, 41.1574553], [-8.5148259, 41.1556297], [-8.5135921, 41.1536587], [-8.5114356, 41.1526408], [-8.5091503, 41.1517764], [-8.5058887, 41.1520349], [-8.5033138, 41.1515664], [-8.500932, 41.1518814], [-8.4999128, 41.1523258]]"
"bus-804-s-h","[[-8.4999128, 41.1523258], [-8.501936, 41.1517454], [-8.5038887, 41.1518989], [-8.5061954, 41.1520039], [-8.5083948, 41.1518747], [-8.5109697, 41.1521574], [-8.5131155, 41.1536438], [-8.5145209, 41.1553483], [-8.5163985, 41.1572789], [-8.5173963, 41.1592337], [-8.51966, 41.1597749], [-8.5221706, 41.1591206], [-8.5250888, 41.1594357], [-8.5277925, 41.159993], [-8.5307429, 41.1607281], [-8.5336612, 41.1614389], [-8.5359893, 41.1626828], [-8.5384248, 41.1636439], [-8.5405169, 41.1642255], [-8.543639, 41.1653239], [-8.5466002, 41.166382], [-8.5498939, 41.1677873], [-8.55278, 41.1689019], [-8.5563097, 41.1687161], [-8.5596893, 41.1687807], [-8.562157, 41.1681023], [-8.5650001, 41.1669716], [-8.5676179, 41.1673108], [-8.5705147, 41.1678923], [-8.5698817, 41.1702021], [-8.566942, 41.1718093], [-8.5676501, 41.174014], [-8.5659121, 41.1758633], [-8.5677145, 41.177333], [-8.5698925, 41.1788835], [-8.5724566, 41.1801271], [-8.5755895, 41.1807408], [-8.579012, 41.1808296], [-8.5823057, 41.1807569], [-8.5853634, 41.1808296], [-8.5883031, 41.1798364], [-8.592069, 41.1806196], [-8.5948585, 41.1816774], [-8.5976587, 41.1824768], [-8.601285, 41.1834458], [-8.6048363, 41.1842613], [-8.6022184, 41.1834942], [-8.5993431, 41.1827191]]"
"bus-803-b-r","[[-8.6284657, 41.1560169], [-8.6287983, 41.1570024], [-8.6283048, 41.1586906], [-8.6284872, 41.1603142], [-8.6278435, 41.1622447], [-8.6271675, 41.1645224], [-8.6265131, 41.1665658], [-8.6243351, 41.1672685], [-8.6219426, 41.1675108], [-8.6192497, 41.1676077], [-8.6165996, 41.1676481], [-8.6145719, 41.1671474], [-8.6122545, 41.1664205], [-8.6110206, 41.1645628], [-8.610849, 41.1670666], [-8.6096581, 41.1686173], [-8.6080273, 41.170176], [-8.6088963, 41.171977], [-8.6080488, 41.1731964], [-8.6059137, 41.174109], [-8.6078127, 41.1753123], [-8.6077805, 41.1769758], [-8.6059996, 41.1781952], [-8.6039182, 41.1766367], [-8.6018153, 41.1767255], [-8.5998841, 41.1767336], [-8.5985859, 41.1791319], [-8.5976311, 41.1812718], [-8.5955389, 41.181724], [-8.5925563, 41.1805773], [-8.5892304, 41.1796245], [-8.5861512, 41.1799636], [-8.5835119, 41.1811103], [-8.5805829, 41.1804966], [-8.5770961, 41.1808115], [-8.5742422, 41.1799959], [-8.5709484, 41.1795841], [-8.5688241, 41.180537], [-8.5663994, 41.1814575], [-8.5632451, 41.1813768], [-8.5603376, 41.1820712], [-8.5585137, 41.1835246], [-8.5575589, 41.1850103], [-8.5565396, 41.1848811], [-8.5578056, 41.1830159], [-8.5587498, 41.1816594], [-8.5597046, 41.1801009], [-8.5600909, 41.1784536], [-8.5610135, 41.1775249], [-8.5615607, 41.175175], [-8.5618397, 41.1729622], [-8.5601874, 41.1720335], [-8.5585137, 41.1715974], [-8.5561963, 41.1729219], [-8.5533639, 41.1737214], [-8.5505315, 41.1733741], [-8.546991, 41.1729945], [-8.5483857, 41.1744805], [-8.5489972, 41.1757403], [-8.5486003, 41.1769516]]"
"bus-803-r-b","[[-8.5486087, 41.1770854], [-8.5491881, 41.1752845], [-8.5477719, 41.1741297], [-8.5471174, 41.1729426], [-8.5494348, 41.1730637], [-8.5518596, 41.1738471], [-8.554649, 41.1735967], [-8.5567197, 41.1727084], [-8.5585222, 41.1717635], [-8.5606679, 41.1725065], [-8.561258, 41.1737744], [-8.5612795, 41.1755026], [-8.5607001, 41.1772792], [-8.559123, 41.1769965], [-8.5589835, 41.1786843], [-8.5589942, 41.1807676], [-8.5579535, 41.1823018], [-8.557063, 41.1841832], [-8.5565373, 41.1856366], [-8.5581359, 41.1845869], [-8.5593805, 41.1830205], [-8.5607859, 41.181777], [-8.5632451, 41.1813768], [-8.5657749, 41.1813248], [-8.5681674, 41.181131], [-8.5702702, 41.1797825], [-8.573285, 41.1801216], [-8.5756561, 41.1808403], [-8.5785314, 41.1808645], [-8.581439, 41.1806384], [-8.58381, 41.1814136], [-8.5859987, 41.1803639], [-8.5884663, 41.1798309], [-8.5905585, 41.1800974], [-8.5942385, 41.1814136], [-8.5977468, 41.1824472], [-8.6008796, 41.1833192], [-8.6035296, 41.1836342], [-8.6045381, 41.1814782], [-8.6055252, 41.1794676], [-8.6071238, 41.1776426], [-8.6081859, 41.1759952], [-8.6095592, 41.1749211], [-8.6103532, 41.1732979], [-8.607671, 41.1732333], [-8.605611, 41.1730879], [-8.6061045, 41.1710932], [-8.6081752, 41.1696718], [-8.610557, 41.1679596], [-8.6116192, 41.1665542], [-8.614237, 41.1669985], [-8.6172733, 41.1675557], [-8.6206743, 41.1675396], [-8.6234853, 41.1674669], [-8.6262962, 41.1669742], [-8.6291286, 41.1658112], [-8.6317572, 41.16464], [-8.6335596, 41.16338], [-8.6321434, 41.1616435], [-8.6303624, 41.1614415], [-8.6284527, 41.1606499], [-8.6296998, 41.1588185], [-8.6295041, 41.1564496], [-8.6281828, 41.1553703], [-8.6284657, 41.1560169]]"
"bus-801-c-s","[[-8.6163134, 41.1451279], [-8.6152835, 41.146356], [-8.6144895, 41.1478829], [-8.6128373, 41.1482303], [-8.6115713, 41.1492159], [-8.6095113, 41.1491755], [-8.607151, 41.1485939], [-8.6048872, 41.1479476], [-8.6027629, 41.1473416], [-8.6005849, 41.1475436], [-8.5985679, 41.1482626], [-8.5963471, 41.149636], [-8.5940725, 41.1508721], [-8.5921199, 41.1521162], [-8.5910577, 41.154063], [-8.5900921, 41.1555575], [-8.5865945, 41.1555494], [-8.5851569, 41.1566238], [-8.5836656, 41.1585544], [-8.581316, 41.159354], [-8.5780973, 41.1594752], [-8.5753078, 41.160291], [-8.5729797, 41.1612926], [-8.5707481, 41.1624234], [-8.5706944, 41.1647173], [-8.5694391, 41.1662196], [-8.566081, 41.1665507], [-8.5632222, 41.1676557], [-8.560502, 41.1689252], [-8.5563178, 41.1686587], [-8.5527129, 41.168901], [-8.5494406, 41.1676169], [-8.5462434, 41.1661954], [-8.5434646, 41.1652423], [-8.5407502, 41.1642892], [-8.5379465, 41.163473], [-8.5355467, 41.1624315], [-8.5332293, 41.1613411], [-8.5307429, 41.1607281], [-8.5286588, 41.1595802], [-8.5255689, 41.1600972], [-8.5233266, 41.1592894], [-8.520183, 41.1594914], [-8.5176832, 41.159661], [-8.5169537, 41.1574558], [-8.515162, 41.1563491], [-8.5139496, 41.1539903], [-8.5114069, 41.1525766], [-8.5085315, 41.1518496], [-8.5055704, 41.1520838], [-8.5027272, 41.1514214], [-8.5004527, 41.1519304], [-8.4998197, 41.1523424]]"
"bus-801-s-c","[[-8.4999128, 41.1523258], [-8.5013677, 41.1517874], [-8.5027272, 41.1514214], [-8.5045219, 41.1521833], [-8.5067106, 41.1519086], [-8.5090388, 41.1518278], [-8.5109914, 41.1522398], [-8.5129548, 41.1535727], [-8.5144676, 41.1552692], [-8.5157979, 41.1568928], [-8.5174609, 41.1585326], [-8.5181261, 41.1601481], [-8.5206259, 41.1592434], [-8.5234798, 41.1593], [-8.5256577, 41.1601481], [-8.5279966, 41.1599058], [-8.5301638, 41.1604793], [-8.533007, 41.161392], [-8.5353179, 41.1623018], [-8.5377384, 41.1634436], [-8.5406781, 41.1642433], [-8.543532, 41.1652448], [-8.5457636, 41.1660525], [-8.5486174, 41.1671993], [-8.5509134, 41.1682493], [-8.5537673, 41.1689035], [-8.5565997, 41.1686854], [-8.5592497, 41.1686531], [-8.562157, 41.1681023], [-8.5645927, 41.1670944], [-8.5668243, 41.1664078], [-8.5696996, 41.1661817], [-8.5712446, 41.1649217], [-8.5724891, 41.1633629], [-8.5743452, 41.1624582], [-8.5765983, 41.1612224], [-8.5787762, 41.1601966], [-8.5810185, 41.1593969], [-8.5829712, 41.1588799], [-8.585074, 41.1579995], [-8.5875846, 41.1573936], [-8.5900415, 41.1569171], [-8.5915542, 41.1558023], [-8.5911358, 41.1540736], [-8.5921229, 41.1521833], [-8.5940725, 41.1508721], [-8.5962428, 41.1497274], [-8.5984958, 41.1484024], [-8.6009742, 41.1487741], [-8.6038388, 41.1493396], [-8.6067999, 41.1500263], [-8.6078621, 41.1486771], [-8.6094499, 41.1475865], [-8.6125184, 41.1481439], [-8.6143691, 41.1482873], [-8.6151416, 41.1464777], [-8.6163134, 41.1451279]]"
"bus-800-b-g","[[-8.6070204, 41.1509804], [-8.6074924, 41.1494616], [-8.6062371, 41.1482821], [-8.6040914, 41.1476842], [-8.6019349, 41.1471914], [-8.5999286, 41.1477731], [-8.5983622, 41.1487103], [-8.5962428, 41.1497274], [-8.5941994, 41.1508107], [-8.5924972, 41.1515478], [-8.5916674, 41.1529353], [-8.5911739, 41.1539936], [-8.5901761, 41.1555204], [-8.5868609, 41.1555608], [-8.5851228, 41.1563039], [-8.5847902, 41.1580891], [-8.5822475, 41.1587515], [-8.5795653, 41.1593089], [-8.576926, 41.1599308], [-8.5742545, 41.1606659], [-8.5721516, 41.1618209], [-8.5704028, 41.1629598], [-8.5709929, 41.1648014], [-8.5694391, 41.1662196], [-8.5666048, 41.1664167], [-8.5641694, 41.1672002], [-8.5615408, 41.1683309], [-8.558805, 41.1685086], [-8.5557794, 41.1687105], [-8.5525179, 41.1688316], [-8.5494065, 41.1675151], [-8.5470354, 41.1664733], [-8.5445249, 41.1656091], [-8.5421216, 41.1647529], [-8.5387206, 41.1636625], [-8.5358989, 41.1626933], [-8.5341179, 41.1616513], [-8.5315323, 41.1610374], [-8.5292148, 41.1599147], [-8.5291183, 41.158493], [-8.5296654, 41.1567725], [-8.5300624, 41.1549226], [-8.5304379, 41.1531212], [-8.5308242, 41.1511985], [-8.5312962, 41.1491465], [-8.531661, 41.1474823], [-8.5321116, 41.1454382], [-8.5327124, 41.1435719], [-8.534826, 41.1437577], [-8.5359955, 41.1437254], [-8.5340643, 41.142667], [-8.5325622, 41.1411642], [-8.5318756, 41.1396532], [-8.53194, 41.1379403], [-8.5321116, 41.1363565], [-8.5307812, 41.1363]]"
