name,coordinates
"bus-205-c-cq","[[-8.5860461, 41.1484858], [-8.5864167, 41.1477358], [-8.5872273, 41.1473412], [-8.5852317, 41.1467434], [-8.5839872, 41.1460486], [-8.5828928, 41.1450306], [-8.5813264, 41.1449336], [-8.5797171, 41.1454022], [-8.5790519, 41.1458708], [-8.5793094, 41.1464202], [-8.5798673, 41.1471635], [-8.5792021, 41.148036], [-8.5784725, 41.1486985], [-8.5780434, 41.1495548], [-8.5770563, 41.1502011], [-8.5758547, 41.1506374], [-8.5750393, 41.1512029], [-8.5743956, 41.152043], [-8.5729794, 41.1530771], [-8.5719923, 41.1541111], [-8.571885, 41.1555651], [-8.5702757, 41.1564053], [-8.5700182, 41.1575523], [-8.5687522, 41.1581178], [-8.5669498, 41.1581339], [-8.5665421, 41.159604], [-8.5661988, 41.1610741], [-8.5651902, 41.1625765], [-8.5656409, 41.1639981], [-8.5659413, 41.1654842], [-8.5667996, 41.1669219], [-8.5688166, 41.1676164], [-8.5706405, 41.1680364], [-8.5704259, 41.1695225], [-8.568881, 41.1705078], [-8.5671, 41.1714446], [-8.5673575, 41.1728821], [-8.5676364, 41.1741581], [-8.5664777, 41.1751272], [-8.5662202, 41.1762578], [-8.5675291, 41.1771461], [-8.5691814, 41.1783089], [-8.5704045, 41.1793102], [-8.5719065, 41.1801339], [-8.5741381, 41.1801177], [-8.5758547, 41.1809091], [-8.5780005, 41.1809091], [-8.5802106, 41.1807314], [-8.5821633, 41.1806345], [-8.5840086, 41.1814904], [-8.5857896, 41.1805053], [-8.5874633, 41.1797947], [-8.5897807, 41.1798755], [-8.5917978, 41.180473], [-8.5934715, 41.1811513], [-8.5953383, 41.1818296], [-8.597484, 41.1823948], [-8.5995011, 41.1829439], [-8.6012993, 41.1834063], [-8.6031489, 41.1838321], [-8.6052517, 41.1843327], [-8.6073117, 41.1847687], [-8.6092858, 41.1846396], [-8.6110238, 41.1841066], [-8.6127404, 41.1834284], [-8.6148433, 41.1831861], [-8.6171822, 41.18296], [-8.6189632, 41.1820395], [-8.6206154, 41.1811513], [-8.6226753, 41.1804569], [-8.6247997, 41.1800531], [-8.6272458, 41.1798432], [-8.6299495, 41.1795525], [-8.6324386, 41.1793102], [-8.6341981, 41.1802146], [-8.6360006, 41.1811836], [-8.6382536, 41.1824756], [-8.6400561, 41.1834768], [-8.6417727, 41.1843489], [-8.6437897, 41.1839451], [-8.6455278, 41.1831538], [-8.6477379, 41.1819911], [-8.6497335, 41.1808283], [-8.6511497, 41.180037], [-8.653038, 41.1789226], [-8.6552696, 41.1782927], [-8.656321, 41.1778567], [-8.6585311, 41.1774368], [-8.6605267, 41.1771461], [-8.6623935, 41.1774691], [-8.6632947, 41.1786319], [-8.664904, 41.1793102], [-8.6670284, 41.1789711], [-8.667994, 41.1773883], [-8.6691527, 41.1765646], [-8.6709766, 41.1756763], [-8.6720924, 41.1745134], [-8.6736159, 41.173512], [-8.6753325, 41.1722684], [-8.6777787, 41.1717676], [-8.6796884, 41.1717515], [-8.6812977, 41.1725429], [-8.6830787, 41.1734151], [-8.6850743, 41.1737382], [-8.6876063, 41.1735605], [-8.6892585, 41.1735605], [-8.68825, 41.1725914], [-8.6873702, 41.1712992], [-8.6870269, 41.1699424], [-8.6879925, 41.1686502], [-8.6892156, 41.1681172], [-8.6890547, 41.1674564]]"
"bus-205-cq-c","[[-8.6890547, 41.1674564], [-8.6880558, 41.1675008], [-8.6880344, 41.1682277], [-8.6876267, 41.1690514], [-8.68694, 41.1700691], [-8.6872404, 41.1712643], [-8.6880558, 41.1724273], [-8.688206, 41.173251], [-8.68694, 41.1733964], [-8.6856526, 41.1734933], [-8.6840218, 41.1735256], [-8.6828845, 41.1731057], [-8.6814683, 41.1723788], [-8.680095, 41.1717489], [-8.6782282, 41.1715066], [-8.6765116, 41.1717812], [-8.6750954, 41.1721365], [-8.6738938, 41.1730249], [-8.6726063, 41.1739455], [-8.6713618, 41.1747047], [-8.6706537, 41.1757706], [-8.6692375, 41.1764005], [-8.6679715, 41.1770465], [-8.6673706, 41.1782094], [-8.6663621, 41.1791623], [-8.6645382, 41.1790977], [-8.6633795, 41.1784032], [-8.6624568, 41.1772081], [-8.6609548, 41.1768689], [-8.6592811, 41.1771273], [-8.6569851, 41.1775149], [-8.655805, 41.1777249], [-8.6546462, 41.1781932], [-8.6531442, 41.1786455], [-8.6515993, 41.1794691], [-8.650183, 41.1803412], [-8.6487025, 41.1811326], [-8.647179, 41.1820208], [-8.6456984, 41.1828606], [-8.6442393, 41.1835227], [-8.6428016, 41.1841848], [-8.6414283, 41.1840071], [-8.6401194, 41.1833127], [-8.6386817, 41.1824407], [-8.6373084, 41.1817139], [-8.6360424, 41.1810357], [-8.6347764, 41.1803251], [-8.6334675, 41.1795822], [-8.6319226, 41.1791784], [-8.6297983, 41.1793884], [-8.6272233, 41.1796629], [-8.625378, 41.1798567], [-8.6231035, 41.1802282], [-8.6209577, 41.1808742], [-8.6194342, 41.1815847], [-8.6178249, 41.182473], [-8.6158722, 41.182909], [-8.6140912, 41.1831028], [-8.6120957, 41.1834742], [-8.610422, 41.1841202], [-8.6085337, 41.1846208], [-8.6067956, 41.1844916], [-8.6053365, 41.1842171], [-8.6034268, 41.1837649], [-8.6018389, 41.1833612], [-8.6001223, 41.182909], [-8.5981053, 41.1824568], [-8.595981, 41.1818916], [-8.5941571, 41.1812941], [-8.5924619, 41.1805512], [-8.5908955, 41.1799698], [-8.5887712, 41.1796468], [-8.58684, 41.1797275], [-8.5855955, 41.1803412], [-8.5845011, 41.1810518], [-8.5834282, 41.181068], [-8.5823768, 41.1805512], [-8.5816472, 41.1803735], [-8.5802739, 41.1805512], [-8.5789865, 41.1806642], [-8.5775917, 41.1807934], [-8.5763687, 41.1808903], [-8.5754674, 41.1805835], [-8.5745448, 41.1801151], [-8.5733646, 41.1799859], [-8.5717553, 41.1799536], [-8.5709399, 41.1796306], [-8.5704249, 41.1791946], [-8.5697597, 41.1786132], [-8.5689228, 41.1779833], [-8.5679143, 41.1772888], [-8.5670775, 41.1766751], [-8.5661119, 41.1758998], [-8.5667985, 41.1750115], [-8.567807, 41.1741878], [-8.5679572, 41.1734448], [-8.5673779, 41.1724757], [-8.5672491, 41.1714905], [-8.5684293, 41.1709413], [-8.5701245, 41.170279], [-8.5707038, 41.1691807], [-8.5707467, 41.1678884], [-8.5703605, 41.1670969], [-8.5709184, 41.1657885], [-8.5692662, 41.1662247], [-8.5680216, 41.16679], [-8.5668844, 41.16679], [-8.5661333, 41.1655139], [-8.5658329, 41.1641247], [-8.5657042, 41.1626385], [-8.5661548, 41.1612008], [-8.5665421, 41.159604], [-8.5670989, 41.1579698], [-8.5693735, 41.1579859], [-8.5704463, 41.1567581], [-8.5718625, 41.1556918], [-8.5720557, 41.1540116], [-8.5733646, 41.152719], [-8.5751456, 41.1510387], [-8.576948, 41.1503278], [-8.5783213, 41.1492776], [-8.5791367, 41.1482111], [-8.5798663, 41.1469347], [-8.5793727, 41.1461591], [-8.5805744, 41.1451088], [-8.582291, 41.1448825], [-8.5837501, 41.1458197], [-8.5850376, 41.1466923], [-8.5869044, 41.1472417], [-8.5860461, 41.1484858]]"
"bus-206-c-se","[[-8.5860273, 41.1504458], [-8.5863384, 41.1495652], [-8.5867783, 41.1490563], [-8.5880014, 41.1493633], [-8.5894284, 41.1497591], [-8.5907695, 41.1501308], [-8.5920355, 41.1504539], [-8.5934624, 41.1508659], [-8.5942885, 41.1508013], [-8.5953292, 41.1502439], [-8.5965416, 41.1495652], [-8.5975286, 41.1489351], [-8.5985157, 41.1484019], [-8.5999641, 41.1486281], [-8.6012623, 41.1488462], [-8.6021206, 41.1493067], [-8.6021742, 41.150357], [-8.6022708, 41.1515364], [-8.6023459, 41.1527078], [-8.6024424, 41.1539599], [-8.6025497, 41.1551636], [-8.6023888, 41.1561087], [-8.6019596, 41.1571104], [-8.6015627, 41.1581766], [-8.6012623, 41.1588955], [-8.6009297, 41.1597518], [-8.6005327, 41.1606807], [-8.6006293, 41.1614399], [-8.6021742, 41.1616176], [-8.6039874, 41.1618357], [-8.6054465, 41.1620053], [-8.6068413, 41.1622073], [-8.6082785, 41.162377], [-8.6100599, 41.1626031], [-8.6111113, 41.16291], [-8.6109933, 41.1639842], [-8.6109397, 41.1651312], [-8.6114225, 41.1662215], [-8.6122057, 41.1664477], [-8.6134502, 41.1667223], [-8.614485, 41.1671017], [-8.6153814, 41.1675299], [-8.6164972, 41.1676592], [-8.6180529, 41.1675057], [-8.6193511, 41.1676188], [-8.6207458, 41.167538], [-8.6222479, 41.1675138], [-8.6236733, 41.1674169], [-8.6249193, 41.1671261], [-8.6264536, 41.1669484], [-8.6277732, 41.1672069], [-8.6288568, 41.1676834], [-8.6301657, 41.1680872], [-8.6312172, 41.1688545], [-8.6321184, 41.1695087], [-8.6335668, 41.1696863], [-8.6350688, 41.1695894], [-8.6357877, 41.169016], [-8.6370107, 41.169331], [-8.6380407, 41.170397], [-8.6370107, 41.1709947], [-8.6358735, 41.1713904], [-8.6346128, 41.1717094], [-8.6354926, 41.1722465], [-8.6360988, 41.172727], [-8.6366352, 41.1734417], [-8.6381801, 41.1732479], [-8.6394569, 41.1730662], [-8.6405942, 41.1728239], [-8.6415705, 41.1730298], [-8.6423001, 41.1736073], [-8.6429867, 41.1742493], [-8.6436465, 41.1748227], [-8.6443009, 41.1754364], [-8.6450306, 41.176147], [-8.6442044, 41.176781], [-8.6431458, 41.1774739], [-8.6421338, 41.1779761], [-8.6427506, 41.1778914], [-8.6435178, 41.1773624], [-8.6440113, 41.1770717], [-8.644633, 41.1776258], [-8.6450681, 41.1782991], [-8.6455455, 41.1787594], [-8.6464038, 41.1790663], [-8.6474821, 41.1789855], [-8.6483028, 41.1791228], [-8.6488876, 41.1796436], [-8.6494401, 41.1802976], [-8.6490646, 41.1809154], [-8.6480722, 41.1814887], [-8.6470315, 41.1821065], [-8.6458084, 41.1827686], [-8.6447033, 41.1832854], [-8.6433032, 41.1839556], [-8.6419675, 41.184222], [-8.6410609, 41.1838183], [-8.6399933, 41.1831966], [-8.6391163, 41.1827202], [-8.6383358, 41.1823083], [-8.6371931, 41.1816502], [-8.6362007, 41.1810244], [-8.6368177, 41.1803945], [-8.6371288, 41.1797971], [-8.6374882, 41.1791066]]"
"bus-206-se-c","[[-8.6374882, 41.1791066], [-8.6366537, 41.1805694], [-8.6368898, 41.1817483], [-8.6384133, 41.1826043], [-8.6400561, 41.1834768], [-8.6417727, 41.1843489], [-8.6436275, 41.1840577], [-8.6455278, 41.1831538], [-8.6460522, 41.1823782], [-8.6454085, 41.1810055], [-8.6444429, 41.1800042], [-8.6431769, 41.179019], [-8.6427506, 41.1778914], [-8.6441854, 41.1772102], [-8.6451694, 41.1784132], [-8.6465457, 41.1789221], [-8.6464599, 41.1776624], [-8.6456874, 41.1766287], [-8.6445502, 41.1756758], [-8.6434987, 41.1746744], [-8.6423001, 41.1736073], [-8.6405942, 41.1728239], [-8.6385635, 41.1731885], [-8.6366352, 41.1734417], [-8.6354926, 41.1722465], [-8.6353019, 41.171428], [-8.6373404, 41.1707496], [-8.6376408, 41.1700066], [-8.6364606, 41.1689405], [-8.6349801, 41.1680844], [-8.6341217, 41.1670506], [-8.6316541, 41.1668083], [-8.6295083, 41.1668406], [-8.6268905, 41.1668567], [-8.6249193, 41.1671261], [-8.6230067, 41.1674867], [-8.6210111, 41.1675352], [-8.6192087, 41.1676159], [-8.6175993, 41.1675513], [-8.6156896, 41.1677775], [-8.614485, 41.1671017], [-8.6125997, 41.1665498], [-8.6116341, 41.1651929], [-8.609896, 41.1644822], [-8.6077717, 41.1644499], [-8.6085871, 41.1640945], [-8.6092094, 41.1625114], [-8.6089948, 41.1613159], [-8.6072353, 41.1609767], [-8.6052592, 41.1606147], [-8.6031583, 41.1599913], [-8.6006907, 41.1592966], [-8.5986093, 41.1587796], [-8.5989741, 41.1568571], [-8.5993603, 41.1551123], [-8.5997895, 41.1529958], [-8.6000684, 41.1513801], [-8.6003259, 41.149926], [-8.5998324, 41.1494412], [-8.5985157, 41.1484019], [-8.5971931, 41.1491181], [-8.595734, 41.1500067], [-8.5941246, 41.1508308], [-8.5918716, 41.1503945], [-8.5894284, 41.1497591], [-8.5867783, 41.1490563], [-8.5860273, 41.1504458]]"
"bus-207-c-f","[[-8.5860273, 41.1504458], [-8.5863461, 41.1492374], [-8.5876121, 41.1492212], [-8.5885455, 41.1483891], [-8.5895325, 41.1471046], [-8.5914852, 41.1467491], [-8.5930301, 41.1464825], [-8.5948648, 41.1461431], [-8.5968281, 41.1460381], [-8.5985126, 41.1459492], [-8.6003043, 41.1458685], [-8.6019136, 41.1456988], [-8.603759, 41.1454968], [-8.6046602, 41.144802], [-8.6055399, 41.1442768], [-8.6070313, 41.1448262], [-8.6070956, 41.1459412], [-8.6068274, 41.1470157], [-8.6082543, 41.1473469], [-8.6098959, 41.1476782], [-8.6111619, 41.1479286], [-8.6123206, 41.1481064], [-8.6133881, 41.1483245], [-8.6144663, 41.1481629], [-8.6150618, 41.1472217], [-8.6163385, 41.1472055], [-8.6178655, 41.1472402], [-8.6184521, 41.1480619], [-8.6199327, 41.1478923], [-8.6208983, 41.1474156], [-8.6225076, 41.147763], [-8.6240633, 41.1481912], [-8.6253937, 41.1488294], [-8.6257404, 41.1499628], [-8.6259342, 41.1509903], [-8.6258765, 41.1519639], [-8.6261839, 41.1526997], [-8.6274339, 41.1524256], [-8.628775, 41.1525145], [-8.6300088, 41.1525872], [-8.6313714, 41.1526841], [-8.6326159, 41.1527568], [-8.6336682, 41.1525622], [-8.6349762, 41.1524822], [-8.6362744, 41.1525791], [-8.6376799, 41.1528861], [-8.6389566, 41.1532092], [-8.6402012, 41.1535243], [-8.6415316, 41.1538716], [-8.6426903, 41.1542109], [-8.6438275, 41.1545179], [-8.6452652, 41.1544452], [-8.6465956, 41.1543321], [-8.6479903, 41.1543079], [-8.6491812, 41.1543563], [-8.6503185, 41.1539928], [-8.6498947, 41.1532213], [-8.6492778, 41.1525428], [-8.6494494, 41.1517511], [-8.6498893, 41.151129], [-8.6508978, 41.1507332], [-8.651842, 41.1502565], [-8.6525394, 41.1497961], [-8.6529792, 41.1488266], [-8.6534728, 41.1488024], [-8.6541165, 41.1494366], [-8.6540736, 41.1489963], [-8.6551679, 41.1486852], [-8.6565466, 41.1483984], [-8.6577911, 41.1480672], [-8.6591644, 41.1483419], [-8.6602051, 41.1488508], [-8.6605699, 41.1498041], [-8.6607845, 41.1505312], [-8.6618963, 41.1504808], [-8.6624998, 41.1511655], [-8.6625427, 41.1519329], [-8.6622209, 41.15266], [-8.6610622, 41.1529023], [-8.6597318, 41.1531366], [-8.6586696, 41.1535809], [-8.6578542, 41.1540091], [-8.6578557, 41.1546112], [-8.6583707, 41.1552575], [-8.6589822, 41.1560087], [-8.6597118, 41.1565499], [-8.6602482, 41.1574466], [-8.6606023, 41.1583917], [-8.6601302, 41.1594579], [-8.6599854, 41.1603101], [-8.6616054, 41.1597043], [-8.6630013, 41.1591562], [-8.6643627, 41.1586057], [-8.6657146, 41.1580726], [-8.6669913, 41.1575556], [-8.6684826, 41.1569982], [-8.6698666, 41.156449], [-8.6711004, 41.1559643], [-8.672227, 41.1555442], [-8.6731118, 41.1554948], [-8.6731508, 41.1548588], [-8.6739494, 41.1544492], [-8.6739865, 41.1540094]]"
"bus-207-f-c","[[-8.6739865, 41.1540094], [-8.6734922, 41.1547383], [-8.6722253, 41.1549213], [-8.6713026, 41.1556564], [-8.6699079, 41.1561572], [-8.6685958, 41.1566908], [-8.6670648, 41.1572719], [-8.6654018, 41.1579262], [-8.6639748, 41.1585078], [-8.6631595, 41.1577889], [-8.6624299, 41.156755], [-8.6613784, 41.1569892], [-8.6600052, 41.1571265], [-8.659458, 41.1562299], [-8.6585461, 41.1554706], [-8.6578557, 41.1546112], [-8.6580633, 41.1539034], [-8.6591683, 41.1533783], [-8.6606811, 41.1529744], [-8.6622797, 41.1527967], [-8.6627196, 41.1516899], [-8.6624084, 41.1503812], [-8.6610459, 41.1504701], [-8.6606275, 41.1499046], [-8.6602412, 41.1489755], [-8.6593185, 41.1483413], [-8.6581545, 41.1481272], [-8.6567168, 41.148305], [-8.6556225, 41.1486927], [-8.6540736, 41.1489963], [-8.6541955, 41.1484261], [-8.6531226, 41.1483292], [-8.6529188, 41.1488947], [-8.6525394, 41.1497961], [-8.6516742, 41.1503408], [-8.6506121, 41.1508821], [-8.6495285, 41.1515607], [-8.6491637, 41.1525139], [-8.6485414, 41.1532571], [-8.648005, 41.15417], [-8.6464708, 41.1542508], [-8.6450009, 41.1544204], [-8.6436138, 41.1544283], [-8.6421479, 41.1539789], [-8.6406557, 41.1535964], [-8.639176, 41.1532236], [-8.6374693, 41.1528128], [-8.6360316, 41.1524857], [-8.6344276, 41.1524453], [-8.6329578, 41.1526351], [-8.6313914, 41.152627], [-8.6297614, 41.1525208], [-8.6282478, 41.1524493], [-8.6268551, 41.1523967], [-8.6261201, 41.1522311], [-8.6258508, 41.1513696], [-8.6259431, 41.1506477], [-8.62575, 41.1498721], [-8.6255718, 41.1490268], [-8.62466, 41.1483132], [-8.6235248, 41.1479672], [-8.6223533, 41.1476588], [-8.6210444, 41.1474487], [-8.6203792, 41.1470044], [-8.6201754, 41.1459945], [-8.6186626, 41.1461642], [-8.6175897, 41.1458975], [-8.6169138, 41.1448068], [-8.6154547, 41.1455259], [-8.6151865, 41.146867], [-8.6146253, 41.1477169], [-8.6139634, 41.1483293], [-8.6127778, 41.1482284], [-8.61189, 41.1479335], [-8.6114072, 41.147372], [-8.611595, 41.1464631], [-8.6108867, 41.1459783], [-8.6108759, 41.1448714], [-8.6105112, 41.1437807], [-8.6097709, 41.1432151], [-8.6083761, 41.1430374], [-8.6072067, 41.1424557], [-8.6058119, 41.1425526], [-8.6052111, 41.1433848], [-8.6047927, 41.144322], [-8.6041919, 41.1453562], [-8.6025289, 41.1455662], [-8.6007801, 41.1457521], [-8.5992781, 41.1458652], [-8.5976366, 41.1459379], [-8.5960272, 41.1460106], [-8.5944286, 41.1461883], [-8.5930301, 41.1464825], [-8.5909096, 41.1468508], [-8.5890106, 41.1473517], [-8.5884527, 41.1484828], [-8.5878626, 41.149226], [-8.5861353, 41.1488302], [-8.5860166, 41.1498076]]"
"bus-208-sdb-a","[[-8.6097126, 41.1467259], [-8.6109679, 41.1460957], [-8.6129098, 41.1459907], [-8.615313, 41.1456513], [-8.6171262, 41.1448353], [-8.6176305, 41.1464189], [-8.6180754, 41.1480799], [-8.6202698, 41.1475984], [-8.6221336, 41.1476537], [-8.624292, 41.1483067], [-8.6254732, 41.1491334], [-8.6257736, 41.150426], [-8.6258809, 41.1518882], [-8.6263208, 41.1533423], [-8.6268358, 41.1549256], [-8.6276941, 41.1560566], [-8.62837, 41.1571632], [-8.6278658, 41.1581083], [-8.6288206, 41.1589242], [-8.6285739, 41.1600308], [-8.6281662, 41.1613393], [-8.6277048, 41.162664], [-8.6272971, 41.164029], [-8.6279033, 41.1648655], [-8.6296628, 41.1650755], [-8.6310575, 41.1649786], [-8.6326991, 41.1642517], [-8.6343298, 41.1638478], [-8.6360143, 41.1642275], [-8.6384068, 41.1647605], [-8.6396192, 41.1653986], [-8.6416147, 41.1650351], [-8.6439536, 41.1653986], [-8.6464749, 41.1657863], [-8.6489318, 41.1662305], [-8.6510025, 41.1665455], [-8.6499081, 41.1677731], [-8.6481915, 41.1685404], [-8.6457346, 41.1683708], [-8.646314, 41.1694692], [-8.6476658, 41.1704949], [-8.6492537, 41.1698245], [-8.650863, 41.1690169], [-8.6532555, 41.169445], [-8.6551331, 41.1702284], [-8.6571501, 41.1706483], [-8.6584322, 41.1691098], [-8.6602883, 41.1700305], [-8.6616186, 41.171355], [-8.6625628, 41.1729298], [-8.661962, 41.1743592], [-8.6624769, 41.1756594], [-8.6640863, 41.1764265], [-8.6661462, 41.1761278], [-8.6672084, 41.175514], [-8.6667041, 41.1756513], [-8.6656956, 41.1762973], [-8.6635927, 41.1762973], [-8.6621336, 41.1752475], [-8.6624877, 41.1741573], [-8.6635498, 41.1730994], [-8.6651055, 41.1719849], [-8.6666612, 41.1713066], [-8.6685816, 41.1715084], [-8.6706523, 41.1709067]]"
"bus-208-a-sdb","[[-8.6705304, 41.1708924], [-8.6695648, 41.1702948], [-8.6676229, 41.1696406], [-8.6661745, 41.1704078], [-8.6646939, 41.1714093], [-8.6634386, 41.1723218], [-8.6623014, 41.173509], [-8.6619902, 41.1748253], [-8.6627091, 41.1758671], [-8.6639321, 41.1764081], [-8.6654556, 41.1763758], [-8.6667646, 41.1757056], [-8.6669255, 41.1753503], [-8.6658526, 41.1762386], [-8.6642969, 41.1764566], [-8.6629665, 41.1760286], [-8.6620546, 41.1750918], [-8.6621082, 41.1737917], [-8.6625267, 41.1725157], [-8.6618507, 41.1715627], [-8.6610354, 41.1707228], [-8.6597586, 41.1697375], [-8.6580816, 41.1694895], [-8.6570764, 41.1706259], [-8.6552847, 41.1702624], [-8.6536325, 41.1695517], [-8.6519695, 41.1691883], [-8.650049, 41.1692368], [-8.6483861, 41.1704159], [-8.6472059, 41.1701252], [-8.6459613, 41.1691479], [-8.6456931, 41.1684372], [-8.6473454, 41.168526], [-8.6488903, 41.1682757], [-8.6501349, 41.1677022], [-8.6512507, 41.1665634], [-8.6490834, 41.1662], [-8.6468518, 41.1658527], [-8.6448563, 41.1654731], [-8.6426569, 41.1650692], [-8.6404896, 41.1647219], [-8.63917, 41.1646008], [-8.6366916, 41.1643504], [-8.6350072, 41.163785], [-8.6334622, 41.1631792], [-8.6325288, 41.1620404], [-8.6315954, 41.1608853], [-8.6300612, 41.1615719], [-8.6290527, 41.1608449], [-8.6285592, 41.1601258], [-8.6288875, 41.1589036], [-8.6303509, 41.1580903], [-8.6294711, 41.1568867], [-8.6296643, 41.1558406], [-8.6286075, 41.1551701], [-8.6275346, 41.1556992], [-8.6269821, 41.154952], [-8.6267433, 41.1542331], [-8.6264805, 41.1534596], [-8.6262446, 41.1526165], [-8.6259092, 41.151644], [-8.6259431, 41.1506477], [-8.6257435, 41.1497862], [-8.6255658, 41.1489376], [-8.6247611, 41.1483438], [-8.6236239, 41.1480166], [-8.6225725, 41.1477177], [-8.6212529, 41.1474188], [-8.6204482, 41.1470552], [-8.6201754, 41.1459945], [-8.6186136, 41.1462392], [-8.6175897, 41.1458975], [-8.6172725, 41.1448496], [-8.615867, 41.1453101], [-8.6148156, 41.1457787], [-8.6134315, 41.1458999], [-8.6114634, 41.1460416], [-8.61017, 41.1463442], [-8.6091668, 41.1467704]]"
"bus-209-pa-pr","[[-8.6551753, 41.153015], [-8.6540515, 41.1521451], [-8.6518279, 41.1523445], [-8.6507657, 41.1533058], [-8.6498947, 41.1532213], [-8.6492959, 41.1521425], [-8.6494032, 41.150955], [-8.647826, 41.1505834], [-8.6474076, 41.1518679], [-8.6467853, 41.152191], [-8.6460343, 41.1513912], [-8.6449936, 41.1504137], [-8.6439958, 41.1495574], [-8.6423865, 41.1488222], [-8.6405197, 41.1491454], [-8.6387709, 41.1491454], [-8.6373869, 41.149727], [-8.6379018, 41.1509388], [-8.6376122, 41.1520941], [-8.6368157, 41.15265], [-8.6349621, 41.1523849], [-8.6331061, 41.152603], [-8.6312822, 41.1526111], [-8.6295012, 41.1525141], [-8.6276451, 41.1524091], [-8.6269477, 41.1520618], [-8.6261645, 41.1527969], [-8.6265293, 41.1539925], [-8.6270443, 41.1553011], [-8.6280257, 41.1564901], [-8.6281558, 41.1573303], [-8.628042, 41.1585323], [-8.6287931, 41.1591623], [-8.6285188, 41.1603032], [-8.6281064, 41.1615209], [-8.6276665, 41.1628052], [-8.6272971, 41.164029], [-8.626937, 41.1651395], [-8.6265937, 41.1663025], [-8.6264542, 41.1675625], [-8.6267546, 41.1686205], [-8.6270228, 41.1697835], [-8.6285892, 41.1698077], [-8.6300054, 41.1700338], [-8.6304989, 41.1692989], [-8.6300591, 41.1684347], [-8.6303702, 41.1683297], [-8.631368, 41.168992], [-8.6321297, 41.1698238], [-8.6324731, 41.1710676], [-8.6328593, 41.1720852], [-8.6333528, 41.1731996], [-8.634018, 41.1742899], [-8.6351016, 41.1740476], [-8.6362603, 41.1737326], [-8.6368826, 41.1741768], [-8.6375585, 41.1741526], [-8.6381486, 41.17345], [-8.637419, 41.1733692]]"
"bus-209-pr-pa","[[-8.6372689, 41.1734144], [-8.6354154, 41.1738182], [-8.6339333, 41.1741331], [-8.6333003, 41.1730752], [-8.6328497, 41.1720334], [-8.6324742, 41.1709512], [-8.6321297, 41.1698238], [-8.6314013, 41.1689927], [-8.6303284, 41.1682658], [-8.6300624, 41.1683968], [-8.630513, 41.169374], [-8.6300517, 41.1699838], [-8.6287749, 41.1698545], [-8.6274392, 41.1697132], [-8.6269886, 41.1692044], [-8.6267257, 41.1681908], [-8.6264468, 41.1670036], [-8.6275197, 41.1663413], [-8.629129, 41.1657921], [-8.6304808, 41.1652348], [-8.6321814, 41.1644558], [-8.6335385, 41.1638213], [-8.6333293, 41.1629732], [-8.6325288, 41.1620404], [-8.631661, 41.1609781], [-8.6302019, 41.1615112], [-8.6292738, 41.1608731], [-8.6284853, 41.1603602], [-8.6287437, 41.1594608], [-8.6298103, 41.1587649], [-8.6303896, 41.1577229], [-8.6293919, 41.1569232], [-8.6283887, 41.1567495], [-8.6276162, 41.1557963], [-8.6269189, 41.1547946], [-8.6264859, 41.1535818], [-8.6265004, 41.1526458], [-8.628175, 41.1524814], [-8.6297315, 41.1525771], [-8.6313714, 41.1526841], [-8.63271, 41.1527365], [-8.6343354, 41.1525224], [-8.6360681, 41.1525184], [-8.6374897, 41.1528456], [-8.6385992, 41.1534571], [-8.6380738, 41.154572], [-8.6374945, 41.1557271], [-8.6369473, 41.1567692], [-8.6364645, 41.1577304], [-8.6374301, 41.1581263], [-8.639018, 41.1583767], [-8.640638, 41.1586513], [-8.6412925, 41.1575931], [-8.6426014, 41.1573266], [-8.6442107, 41.1576012], [-8.6456001, 41.157682], [-8.6460829, 41.1563693], [-8.6472738, 41.1553273], [-8.6485076, 41.1550365], [-8.6500526, 41.1542286], [-8.6505032, 41.1552465], [-8.651383, 41.1561916], [-8.6519731, 41.1570963], [-8.6527455, 41.1571367], [-8.6527133, 41.1559331], [-8.6542368, 41.1556908], [-8.6558032, 41.1553757], [-8.6558569, 41.1543337], [-8.6551753, 41.153015]]"
